ISO,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",2.78731400485922,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.146113170495075,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",3.58874569350517,CTS
NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
OMN,Oman,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.821919778574812,CTS
SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.672342582750244,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.732214509562721,CTS
SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.733046851642313,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.682377265919009,CTS/NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.328374872754737,CTS
USA,United States of America,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.551110686184819,CTS/NSO
UZB,Uzbekistan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.423363752018916,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,NGO/CTS
ALB,Albania,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.10840168477056,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",2.32289823104756,CTS
ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",3.51592714998945,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",18.8465887674331,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.718680789542715,CTS
AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.53614865003257,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.10604542307343,CTS
BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.387456183548843,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.839149102809751,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.442503329837557,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.773853801605166,CTS
CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.634967669562825,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.874167607517572,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",2.15911364662196,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.85676023190935,CTS
CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.668873671083881,CTS
DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.808955537519548,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.58235945846394,CTS
ESP,Spain,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.398793592412439,CTS
FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.856593413653242,CTS
FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.900380569681379,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.2294477880086,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",29.9701577636414,CTS
HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.05082526562236,CTS
HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.777527511110139,CTS
IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.452738103457448,CTS
ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",2.97123841217019,CTS
ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.01103972189497,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",12.7296008146945,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",7.95196155548965,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",2.79906231412477,CTS
LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",3.01246785131965,CTS
LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",7.08458448911971,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.729294802589427,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",7.88270534447422,CTS
NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.175064817748771,CTS
OMN,Oman,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",4.70091018575311,CTS
SGP,Singapore,Asia,South-eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.482374633847505,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",5.16608025505676,CTS
SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.819439444888308,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.980765232264822,CTS
SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.821755145728003,CTS
SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.5574415170464,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,CTS/NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",4.33598852408371,CTS
USA,United States of America,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.22533896464684,CTS/NSO
UZB,Uzbekistan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",1.40526658785463,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0,NGO/CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.150881658108952,CTS
ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.0822475965196107,CTS
BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.0639787692852004,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.0635978243184301,CTS
CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0,CTS
